brand,model,transmission,age,fuel,engine,km,owner,price,location,mileage,power,seats,type
ford,ikon,manual,17,petrol,1299,90000,2,140000,chennai,13.8,70,5,
ford,endeavour,manual,17,diesel,2499,155000,1,550000,chennai,13.1,141,7,
maruti,baleno,manual,6,diesel,1248,17810,1,850000,hyderabad,27.39,74,5,
mercedes-benz,new,automatic,13,diesel,2143,42408,1,1048000,kochi,14.84,170,5,
maruti,esteem,manual,19,petrol,1298,81000,2,75000,ahmedabad,15.9,85,5,
tata,indigo,manual,16,petrol,1396,52000,2,130000,pune,12.85,99.6,5,
bmw,5,automatic,11,diesel,2993,35000,1,2100000,mumbai,16.73,218,5,
hyundai,santro,manual,11,petrol,1086,60000,1,230000,delhi,17.92,62.1,5,
skoda,octavia,automatic,9,diesel,1968,27000,1,1495000,mumbai,19.5,141,5,
audi,a6,automatic,7,diesel,1968,55975,2,3592000,coimbatore,17.68,174.33,5,
ford,figo,manual,8,diesel,1498,115000,1,450000,pune,25.83,99,5,
mahindra,xylo,manual,8,diesel,2489,132000,1,550000,hyderabad,14.95,93.7,7,
maruti,celerio,automatic,9,petrol,998,40337,1,445000,mumbai,23.1,67.04,5,
toyota,innova,manual,16,diesel,2494,192000,1,685000,chennai,12.8,102,8,
hyundai,grand,manual,8,diesel,1120,50000,1,550000,bangalore,24,70,5,
hyundai,grand,manual,8,petrol,1197,28147,1,507000,kochi,18.9,81.86,5,
hyundai,grand,manual,9,petrol,1197,20000,1,385000,mumbai,18.9,82,5,
hyundai,elite,manual,8,petrol,1197,11000,1,795000,chennai,18.6,81.86,5,
maruti,zen,manual,15,petrol,998,63000,2,125000,jaipur,18.2,67.1,5,
maruti,alto,manual,10,petrol,998,36967,1,364000,kochi,20.92,67.1,5,
toyota,fortuner,manual,8,diesel,2982,73053,1,2000000,jaipur,13,168.5,7,
mahindra,thar,manual,5,diesel,2498,16392,1,1036000,coimbatore,16.55,105,6,
hyundai,santro,manual,17,petrol,1086,79000,1,185000,chennai,17,,5,
toyota,etios,manual,11,petrol,1496,67000,2,405000,jaipur,16.78,88.73,5,
mercedes-benz,gl-class,automatic,9,diesel,2987,48600,1,4850000,mumbai,12,224,7,
renault,duster,manual,10,diesel,1461,70000,1,825000,bangalore,19.6,108.45,5,
maruti,swift,manual,10,diesel,1248,84000,1,525000,pune,22.9,74,5,
volkswagen,vento,manual,11,petrol,1598,49106,1,440000,mumbai,15.04,103.2,5,
skoda,superb,automatic,7,diesel,1968,35000,1,2575000,mumbai,18.19,174.5,5,
bmw,3,automatic,10,diesel,2993,51240,1,2952000,kochi,8.2,245,4,
maruti,wagon,manual,13,petrol,998,37000,2,210000,kolkata,18.9,67.1,5,
renault,kwid,manual,7,petrol,799,32587,1,371000,kochi,25.17,53.3,5,
ford,endeavour,manual,15,diesel,2499,180000,1,750000,pune,10.9,143,7,
maruti,vitara,manual,7,diesel,1248,21248,1,944000,kochi,24.3,88.5,5,
hyundai,santro,manual,18,petrol,1086,47200,2,120000,pune,17,,5,
mercedes-benz,e-class,automatic,10,petrol,1796,40000,1,2400000,delhi,10.5,157.7,5,
mercedes-benz,c-class,automatic,5,diesel,1950,4000,1,3500000,ahmedabad,0,194,5,
maruti,ertiga,manual,7,cng,1373,23700,1,825000,mumbai,24.325,80.46,7,
audi,a4,automatic,13,diesel,1968,57000,2,975000,delhi,16.55,147.51,5,
hyundai,grand,manual,10,petrol,1197,37000,1,345000,kolkata,18.9,82,5,
mitsubishi,pajero,manual,10,diesel,2477,70000,2,1185000,jaipur,13.5,175.56,7,
mercedes-benz,new,automatic,12,diesel,2143,92469,2,1614000,coimbatore,19.71,201.15,5,
maruti,wagon,manual,9,cng,998,55000,1,370000,pune,36.974,58.16,5,
maruti,alto,automatic,7,petrol,998,20000,1,400000,ahmedabad,24.07,67.1,5,
hyundai,i20,manual,9,petrol,1197,42000,2,580000,delhi,18.6,81.83,5,
maruti,swift,manual,10,diesel,1248,28000,1,465000,kolkata,23.4,74,5,
mercedes-benz,r-class,automatic,14,petrol,3498,93000,2,1500000,pune,11.8,272,7,
ford,ecosport,automatic,9,petrol,1499,23000,1,680000,mumbai,15.63,110.4,5,
honda,city,manual,8,diesel,1498,36000,1,1025000,bangalore,25.1,98.6,5,
maruti,alto,manual,10,petrol,998,52000,1,270000,chennai,20.92,67.1,5,
maruti,ertiga,manual,9,diesel,1248,59245,1,850000,hyderabad,20.77,88.8,7,
hyundai,i20,manual,6,diesel,1396,31000,1,775000,pune,22.54,88.73,5,
tata,indigo,manual,9,petrol,1193,83000,1,270000,pune,15.64,64.08,5,
maruti,alto,manual,20,petrol,796,81500,2,130000,hyderabad,19.7,46.3,5,
maruti,estilo,manual,16,petrol,1061,51000,2,175000,chennai,19.5,,,
hyundai,creta,manual,6,petrol,1591,9900,1,1320000,hyderabad,15.8,121.3,5,
maruti,wagon,manual,20,petrol,998,94000,2,100000,pune,18.9,67.1,5,
toyota,etios,manual,7,petrol,1496,27100,1,637000,kochi,16.78,88.73,5,
toyota,etios,manual,9,petrol,1496,12000,1,450000,kolkata,16.78,88.73,5,
renault,duster,manual,11,diesel,1461,29000,1,650000,mumbai,19.01,108.45,5,
maruti,swift,manual,11,diesel,1248,65000,2,499000,mumbai,19.3,73.9,5,
mercedes-benz,glc,automatic,7,diesel,2143,50794,1,4330000,coimbatore,17.9,170,5,
ford,ecosport,manual,10,diesel,1498,59000,1,650000,mumbai,22.7,89.84,5,
maruti,wagon,manual,12,cng,998,72000,1,225000,mumbai,36.418,58.2,5,
maruti,ciaz,automatic,7,petrol,1373,15234,1,995000,hyderabad,19.12,91.1,5,
ford,ecosport,manual,9,diesel,1498,44000,1,735000,mumbai,22.7,89.84,5,
tata,zest,manual,8,diesel,1248,125000,1,460000,hyderabad,22.95,74,5,
ford,endeavour,automatic,13,diesel,2953,100000,1,850000,chennai,11.4,153.86,7,
renault,duster,automatic,7,diesel,1461,34686,1,1186000,coimbatore,19.6,108.45,5,
nissan,x-trail,manual,13,diesel,1995,98000,1,800000,pune,14.42,147.6,5,
toyota,fortuner,automatic,9,diesel,2982,90000,1,2150000,delhi,12.55,168.5,7,
chevrolet,aveo,manual,17,petrol,1150,81000,1,130000,pune,15.26,74.9,5,
skoda,rapid,manual,12,diesel,1598,55000,1,590000,chennai,20.5,103.5,5,
mahindra,xuv500,manual,11,diesel,2179,52910,2,950000,bangalore,15.1,140,7,
maruti,swift,manual,14,diesel,1248,100000,1,450000,chennai,19.3,73.9,5,
skoda,octavia,manual,21,diesel,1896,132000,1,225000,hyderabad,18.7,66,5,
chevrolet,enjoy,manual,10,petrol,1399,18000,1,335000,mumbai,13.7,98.82,7,
hyundai,accent,manual,19,petrol,1495,50000,1,70000,kolkata,13.2,94,5,
mercedes-benz,new,automatic,12,petrol,1991,33000,1,1600000,bangalore,14.74,184,5,
renault,duster,manual,10,diesel,1461,30000,1,800000,pune,20.45,83.8,5,
hyundai,verna,manual,12,diesel,1582,58646,1,474000,kochi,22.32,126.32,5,
mercedes-benz,e-class,automatic,8,diesel,2143,21000,1,3600000,mumbai,13,204,5,
volkswagen,vento,manual,9,petrol,1598,57026,1,554000,kochi,15.04,103.6,5,
skoda,superb,automatic,7,diesel,1968,42000,1,2299000,mumbai,18.19,174.5,5,
mahindra,scorpio,manual,7,diesel,1997,26741,1,1008000,kochi,15.4,120,7,
skoda,laura,manual,14,petrol,1798,85000,1,285000,pune,17.5,,5,
maruti,800,manual,24,petrol,796,78000,1,55000,pune,16.1,37,4,
audi,q5,automatic,6,diesel,2967,29091,1,4552000,coimbatore,13.22,241.4,5,
mahindra,nuvosport,manual,6,diesel,1493,37323,2,729000,coimbatore,17.45,100,7,
volkswagen,vento,manual,13,diesel,1598,55595,2,430000,chennai,20.54,103.6,5,
maruti,swift,manual,9,petrol,1197,49900,1,480000,chennai,20.85,83.14,5,
maruti,ertiga,manual,12,petrol,1373,52500,2,525000,mumbai,16.02,93.7,7,
maruti,alto,manual,8,petrol,796,5700,1,280000,chennai,24.7,47.3,5,
hyundai,i20,manual,10,diesel,1396,53340,1,435000,kochi,21.9,88.76,5,
ford,ecosport,manual,10,diesel,1498,57000,1,549000,kolkata,22.7,89.84,5,
maruti,alto,manual,9,cng,998,59525,2,310000,pune,44.8414,58.2,4,
volkswagen,vento,manual,10,diesel,1498,58000,1,650000,bangalore,20.34,103.2,5,
mahindra,scorpio,manual,13,diesel,2179,73000,1,640000,bangalore,12.05,120,8,
ford,figo,manual,8,diesel,1498,33554,1,622000,kochi,25.83,99,5,
toyota,innova,manual,12,diesel,2494,106000,1,840000,mumbai,12.99,100,8,
maruti,dzire,manual,6,diesel,1248,27000,1,590000,pune,28.4,73.75,5,
renault,kwid,manual,6,petrol,799,1000,1,340000,pune,25.17,53.3,5,
ford,endeavour,manual,13,diesel,2499,119000,3,650000,jaipur,13.1,141,7,
mahindra,jeep,manual,22,diesel,2112,75000,1,170000,chennai,0,,6,
ford,ecosport,manual,9,petrol,999,64000,1,600000,delhi,18.88,123.24,5,
hyundai,creta,manual,8,diesel,1582,63738,1,1190000,hyderabad,19.67,126.2,5,
bmw,5,automatic,8,diesel,2993,16000,1,4800000,bangalore,14.69,258,5,
maruti,ertiga,automatic,7,petrol,1462,28000,1,800000,mumbai,18.69,103,7,
skoda,laura,automatic,17,diesel,1896,91000,2,245000,hyderabad,15.6,106,5,
chevrolet,beat,manual,11,petrol,1199,25000,1,175000,kolkata,18.6,79.4,5,
audi,q3,automatic,10,diesel,1968,65630,1,2175000,bangalore,15.73,174.33,5,
honda,city,manual,10,petrol,1497,48094,1,725000,pune,17,118,5,
maruti,swift,manual,15,petrol,1298,90456,2,300000,pune,16.1,88.2,5,
ford,figo,manual,12,diesel,1399,140000,1,251000,jaipur,20,68,5,
toyota,fortuner,automatic,9,diesel,2982,95000,1,1960000,chennai,12.55,168.5,7,
mercedes-benz,new,manual,11,diesel,2148,79000,2,1550000,pune,15.8,170,5,
toyota,innova,manual,12,diesel,2494,96000,1,1150000,chennai,12.99,100,7,
honda,city,manual,20,petrol,1493,186679,2,176000,coimbatore,13,100,5,
honda,amaze,manual,9,diesel,1498,91000,1,468000,jaipur,25.8,98.6,5,
toyota,corolla,automatic,14,petrol,1798,109703,2,400000,delhi,14.28,138.03,5,
tata,indica,manual,12,diesel,1248,110000,1,280000,hyderabad,22.3,74,5,
mahindra,xuv500,manual,12,diesel,2179,35000,1,825000,mumbai,16,140,7,
maruti,ritz,manual,14,diesel,1248,47722,1,170000,kolkata,21.1,73.9,5,
mercedes-benz,new,automatic,11,petrol,1991,25000,1,1485000,mumbai,14.74,181.04,5,
hyundai,verna,automatic,6,petrol,1591,8000,1,1285000,mumbai,17,121.3,5,
mercedes-benz,new,automatic,12,diesel,2143,65000,1,1600000,hyderabad,14.94,204,5,
maruti,wagon,manual,6,petrol,998,1048,1,470000,hyderabad,18.9,67.1,5,
maruti,ertiga,manual,10,petrol,1373,42000,2,594000,bangalore,16.02,93.7,7,
skoda,rapid,manual,11,diesel,1598,55000,1,800000,hyderabad,20.5,103.5,5,
toyota,innova,manual,14,diesel,2494,72000,1,545000,delhi,12.8,102,8,
mercedes-benz,gla,automatic,6,petrol,1991,17773,1,2676000,kochi,13.7,183,5,
volkswagen,polo,manual,11,diesel,1498,65000,2,350000,hyderabad,20.14,88,5,
hyundai,santro,manual,16,petrol,1086,65000,2,139000,mumbai,0,62,5,
hyundai,verna,manual,11,diesel,1582,53280,1,470000,kolkata,22.32,126.3,5,
volkswagen,ameo,manual,8,petrol,1198,34005,1,575000,ahmedabad,17,73.75,5,
hyundai,i20,manual,7,petrol,1197,14618,1,811000,coimbatore,18.6,81.83,5,
maruti,wagon,manual,18,petrol,1061,65771,2,75000,delhi,17.3,64,5,
tata,indica,manual,18,petrol,1405,78000,2,100000,pune,13.5,60,5,
mahindra,xylo,manual,8,diesel,2498,105545,1,530000,hyderabad,14,112,7,
isuzu,d-max,manual,7,diesel,2499,25000,1,800000,jaipur,12.4,134,5,
hyundai,i20,manual,14,petrol,1197,80561,1,274000,pune,18.5,80,5,
maruti,baleno,manual,7,petrol,1197,6000,1,750000,mumbai,21.4,83.1,5,
tata,hexa,automatic,8,diesel,2179,39000,1,1350000,jaipur,17.6,153.86,7,
volkswagen,polo,manual,13,petrol,1198,55001,1,220000,kolkata,16.47,73.9,5,
mercedes-benz,new,automatic,12,petrol,1796,63720,1,1325000,mumbai,11.74,186,5,
toyota,etios,manual,11,diesel,1364,70000,1,388000,delhi,23.59,,5,
hyundai,getz,manual,19,petrol,1341,100000,2,85000,jaipur,15.3,83,5,
tata,tiago,manual,7,petrol,1199,15386,1,511000,kochi,23.84,84,5,
renault,duster,manual,11,diesel,1461,102486,1,425000,mumbai,19.87,83.8,5,
audi,a4,automatic,11,diesel,1968,58629,2,1652000,coimbatore,18.25,187.74,5,
tata,new,manual,16,diesel,2179,86000,3,60000,pune,13.93,138,7,
maruti,swift,manual,12,diesel,1248,68238,1,480000,hyderabad,22.9,74,5,
skoda,superb,automatic,13,petrol,1798,42036,1,625000,mumbai,13.7,157.75,5,
hyundai,elantra,manual,10,petrol,1797,55619,1,830000,mumbai,16.3,147.5,5,
honda,city,manual,15,petrol,1497,60000,3,325000,pune,17,118,5,
renault,duster,manual,9,diesel,1461,30000,1,775000,pune,19.87,83.8,5,
jaguar,xf,automatic,8,diesel,2179,31150,1,3054000,kochi,16.36,187.7,5,
maruti,wagon,manual,14,lpg,998,70000,1,227000,jaipur,36.418,58.2,5,
volkswagen,polo,manual,14,petrol,1198,70290,2,296000,pune,17.24,73.9,5,
tata,bolt,manual,8,petrol,1193,10000,1,400000,chennai,17.57,88.7,5,
hyundai,i20,manual,10,petrol,1197,68010,2,525000,bangalore,18.5,82.85,5,
audi,a6,automatic,11,diesel,1968,91903,1,1756000,kochi,17.68,174.33,5,
volkswagen,vento,manual,13,petrol,1598,38000,1,325000,mumbai,16.09,103.5,5,
maruti,celerio,manual,9,petrol,998,67600,1,400000,bangalore,23.1,67.04,5,
hyundai,getz,manual,17,petrol,1341,66800,1,220000,coimbatore,15.3,83,5,
maruti,vitara,manual,8,diesel,1248,37208,1,743000,pune,24.3,88.5,5,
mercedes-benz,m-class,automatic,15,diesel,2987,102002,1,1075000,mumbai,8.7,224.34,5,
maruti,swift,manual,13,diesel,1248,68000,1,275000,delhi,19.3,73.9,5,
porsche,panamera,automatic,11,diesel,2967,40000,2,4500000,hyderabad,17.85,300,4,
toyota,camry,automatic,9,petrol,2494,33500,1,1975000,mumbai,19.16,158.2,5,
honda,brio,manual,11,petrol,1198,33746,1,320000,delhi,18.5,86.8,5,
skoda,superb,automatic,15,petrol,3597,53000,1,475000,hyderabad,0,262.6,5,
toyota,innova,manual,13,diesel,2494,45004,1,948000,coimbatore,12.8,102,7,
honda,amaze,manual,9,diesel,1498,70602,1,483000,coimbatore,25.8,98.6,5,
maruti,swift,manual,10,diesel,1248,27365,1,475000,delhi,28.4,74,5,
hyundai,xcent,manual,9,diesel,1120,100000,1,400000,jaipur,24.4,71,5,
mahindra,xylo,manual,12,diesel,2498,55000,2,290000,jaipur,14,112,8,
maruti,wagon,manual,11,petrol,998,46000,1,265000,kolkata,18.9,67.1,5,
chevrolet,beat,manual,13,diesel,936,47000,1,250000,hyderabad,25.44,57.6,5,
maruti,alto,manual,9,petrol,796,120000,,120000,,19.7,46.3,5,
hyundai,grand,manual,5,petrol,1197,20000,,550000,,18.9,82,5,
hyundai,i20,manual,11,petrol,1197,60000,,215000,,17,80,5,
maruti,alto,manual,9,petrol,998,37000,,226000,,20.92,67.1,5,
ford,ecosport,manual,6,diesel,1498,30000,,570000,,22.77,98.59,5,
maruti,wagon r,manual,8,petrol,998,35000,,350000,,18.9,67.1,5,
hyundai,i10,manual,8,petrol,1197,40000,,315000,,20.36,78.9,5,
maruti,wagon r,manual,3,petrol,998,17512,,410000,,20.51,67.04,5,
hyundai,venue,automatic,2,petrol,998,20000,,1050000,,18.15,118.35,5,
maruti,swift,manual,4,petrol,1197,28321,,511000,,16.6,85,5,
hyundai,verna,manual,8,diesel,1582,65278,,425000,,22.32,126.32,5,
renault,duster,manual,5,diesel,1461,50000,,750000,,19.64,108.45,5,
mini,cooper,automatic,4,petrol,1998,6000,,3250000,,14.41,189.08,5,
maruti,ciaz,manual,5,diesel,1248,76000,,650000,,28.09,88.5,5,
maruti,swift,manual,5,diesel,1248,20000,,627000,,25.2,74,5,
mercedes-benz,c-class,automatic,7,diesel,2143,65000,,1425000,,19.27,170,5,
maruti,swift,manual,7,diesel,1248,62200,,425000,,28.4,74,5,
toyota,innova,manual,8,diesel,2494,110000,,605000,,12.99,100.6,8,
maruti,baleno,manual,6,petrol,1197,20000,,600000,,21.4,83.1,5,
maruti,swift dzire,manual,5,petrol,1197,40000,,575000,,20.85,83.14,5,
volkswagen,vento,manual,8,petrol,1598,47000,,425000,,16.09,103.2,5,
maruti,alto,manual,8,petrol,998,25000,,230000,,20.92,67.1,5,
hyundai,creta,manual,2,diesel,1582,15000,,1225000,,19.67,126.2,5,
honda,city,manual,6,petrol,1497,50000,,750000,,17.4,117.3,5,
mahindra,bolero,manual,10,diesel,2523,25000,,350000,,13.6,63,7,
maruti,swift dzire,manual,6,diesel,1248,90000,,600000,,26.59,74,5,
maruti,swift dzire,manual,8,diesel,1248,45000,,390000,,26.59,74,5,
honda,city,manual,14,petrol,1497,77253,,145000,,17.7,78,5,
hyundai,i20,manual,3,petrol,1197,25000,,700000,,17.19,81.86,5,
toyota,fortuner,manual,8,diesel,2982,110000,,1150000,,13,168.5,7,
renault,kwid,manual,4,petrol,999,30000,,340000,,23.01,67,5,
honda,amaze,manual,5,petrol,1199,39993,,465000,,18.6,88.76,5,
hyundai,santro,manual,12,petrol,1086,80000,,125000,,17.92,62.1,5,
mahindra,xuv500,manual,9,diesel,2179,185000,,600000,,15.1,140,7,
maruti,swift dzire,manual,8,diesel,1248,90000,,380000,,23.4,74,5,
hyundai,i20,manual,3,diesel,1396,15000,,850000,,22.54,88.73,5,
hyundai,i20,manual,3,petrol,1197,40000,,598000,,18.6,81.83,5,
honda,city,automatic,6,petrol,1497,31180,,700000,,18,117.3,5,
maruti,swift dzire,manual,7,diesel,1248,56000,,410000,,23.4,74,5,
maruti,baleno,automatic,5,petrol,1197,52427,,590000,,21.4,83.1,5,
mahindra,bolero,manual,1,diesel,1498,40000,,850000,,21,74.96,7,
mahindra,kuv100,manual,3,petrol,1198,17000,,550000,,18.15,82,5,
maruti,baleno,manual,5,petrol,1590,22000,,625000,,15.4,94,5,
maruti,swift dzire,manual,5,petrol,1197,54000,,600000,,20.85,83.14,5,
maruti,wagon r,manual,2,petrol,998,10000,,445000,,20.51,67.04,5,
maruti,ignis,manual,2,petrol,1197,20000,,530000,,20.89,81.8,5,
maruti,wagon r,manual,3,cng,998,53237,,410000,,26.6,58.16,5,
datsun,redigo,manual,3,petrol,999,27263,,350000,,22.5,68,5,
hyundai,verna,manual,7,diesel,1582,110000,,520000,,22.32,126.3,5,
hyundai,i20,manual,5,diesel,1396,70000,,750000,,22.54,88.73,5,
maruti,swift dzire,manual,4,diesel,1248,70000,,560000,,26.59,74,5,
hyundai,i20,manual,2,petrol,1197,39000,,655000,,18.6,81.83,5,
hyundai,santro,manual,14,petrol,1086,56000,,125000,,17.8,63,5,
hyundai,i20,manual,3,petrol,1197,34000,,550000,,18.6,81.83,5,
mahindra,scorpio,manual,4,diesel,1997,50000,,1150000,,15.4,120,7,
volkswagen,vento,manual,9,diesel,1598,77400,,500000,,20.54,103.6,5,
mahindra,marazzo,manual,2,diesel,1497,36000,,990000,,17.3,121,7,
hyundai,verna,manual,8,diesel,1493,47876,,551000,,25,113.42,5,
mahindra,xuv500,automatic,3,diesel,2179,21500,,1650000,,15.1,152.87,7,
hyundai,grand,manual,6,diesel,1120,75000,,350000,,24,70,5,
ford,aspire,manual,4,petrol,1196,58000,,500000,,18.16,86.8,5,
maruti,swift dzire,manual,3,petrol,1197,30000,,575000,,21.21,81.8,5,
hyundai,grand,manual,3,diesel,1186,50000,,545000,,24,73.97,5,
ford,figo,manual,4,petrol,1196,19093,,525000,,18.16,86.8,5,
honda,amaze,manual,7,petrol,1198,50000,,400000,,18,86.7,5,
maruti,wagon r,manual,15,petrol,1061,37000,,155000,,14,64,5,
maruti,swift dzire,manual,5,diesel,1248,47000,,545000,,26.59,74,5,
honda,city,manual,8,petrol,1497,70000,,545000,,16.8,116.3,5,
renault,kwid,manual,5,petrol,799,25000,,240000,,25.17,53.3,5,
maruti,vitara,manual,3,diesel,1248,26000,,725000,,24.3,88.5,5,
ford,aspire,manual,4,petrol,1196,30000,,480000,,18.16,86.8,5,
hyundai,i20,manual,8,petrol,1197,15000,,375000,,18.5,82.9,5,
maruti,swift,manual,10,diesel,1248,160000,,225000,,17.8,75,5,
tata,tiago,manual,4,petrol,1199,32100,,400000,,23.84,84,5,
hyundai,i20,manual,5,petrol,1197,22000,,550000,,18.5,82.9,5,
mahindra,scorpio,manual,5,diesel,2179,44000,,1050000,,15.4,120,7,
volkswagen,polo,manual,5,petrol,1198,78000,,450000,,18.78,74,5,
mercedes-benz,c-class,automatic,9,petrol,1796,74352,,775000,,11.74,186,5,
maruti,wagon r,manual,7,petrol,998,37000,,350000,,20.51,67.04,5,
honda,city,manual,7,diesel,1498,69000,,550000,,25.1,98.6,5,
kia,seltos,manual,2,petrol,1497,12120,,1080000,,16.8,113.4,5,
maruti,baleno,manual,5,petrol,1197,52000,,575000,,21.01,81.8,5,
toyota,innova,manual,5,diesel,2494,120000,,950000,,12.99,100.6,8,
maruti,alto,manual,8,petrol,796,55000,,230000,,22.74,47.3,5,
hyundai,i20,manual,10,diesel,1396,160000,,270000,,21.9,90,5,
ford,figo,manual,10,petrol,1196,40000,,130000,,15.6,70,5,
maruti,swift dzire,manual,9,petrol,1197,46000,,370000,,19.1,85.8,5,
maruti,baleno,manual,4,petrol,1197,25000,,570000,,21.4,83.1,5,
volkswagen,polo,manual,8,diesel,1199,90000,,365000,,22.07,73.9,5,
hyundai,i20,manual,9,petrol,1197,49566,,280000,,18.5,82.85,5,
hyundai,verna,automatic,3,diesel,1582,14000,,1250000,,22,126.2,5,
hyundai,i20,manual,5,petrol,1197,11000,,590000,,18.6,81.83,5,
maruti,celerio,automatic,3,petrol,998,5000,,475000,,23.1,67.04,5,
ford,ecosport,manual,4,diesel,1498,55000,,685000,,23,98.96,5,
hyundai,verna,automatic,9,diesel,1582,65000,,380000,,19.08,126.32,5,
renault,kwid,manual,3,petrol,999,22000,,330000,,23.01,67,5,
maruti,baleno,manual,3,petrol,1197,7671,,650000,,21.01,81.8,5,
maruti,wagon r,manual,5,petrol,998,66000,,325000,,20.51,67.04,5,
maruti,swift dzire,automatic,3,petrol,1197,45156,,640000,,21.21,81.8,5,
hyundai,venue,manual,2,petrol,998,25000,,949000,,18.27,118.35,5,
hyundai,verna,manual,6,diesel,1582,120000,,660000,,23.9,126.2,5,
maruti,swift,manual,7,petrol,1197,28000,,435000,,16.1,85,5,
hyundai,i20,manual,8,diesel,1396,55000,,385000,,21.9,88.76,5,
hyundai,verna,automatic,2,diesel,1582,14000,,1250000,,22,126.2,5,
maruti,wagon r,manual,12,petrol,998,98780,,155000,,18.9,67.1,5,
maruti,swift,manual,6,diesel,1248,58000,,415000,,25.2,74,5,
maruti,alto,manual,10,petrol,998,30000,,251000,,20.92,67.1,5,
mahindra,scorpio,manual,5,diesel,2179,46400,,1150000,,15.4,120,7,
hyundai,i10,manual,7,petrol,1086,32111,,310000,,19.81,68.05,5,
datsun,go,manual,6,petrol,1198,35000,,350000,,19.44,67,7,
mahindra,scorpio,manual,4,diesel,1997,30000,,1125000,,15.4,120,7,
bmw,5,automatic,5,diesel,2993,63000,,2600000,,18.59,261.49,5,
datsun,go,manual,3,petrol,1198,10000,,480000,,20.62,67,7,
maruti,swift dzire,automatic,4,diesel,1248,25000,,850000,,28.4,74.02,5,
hyundai,creta,automatic,4,diesel,1582,102000,,1100000,,17.01,126.2,5,
maruti,swift,manual,3,petrol,1197,35000,,575000,,22,81.8,5,
maruti,swift dzire,manual,9,petrol,1298,49948,,340000,,17.5,85.8,5,
ford,ecosport,manual,3,diesel,1498,55000,,925000,,23,98.96,5,
hyundai,grand,manual,6,petrol,1197,36000,,400000,,18.9,82,5,
honda,city,manual,5,petrol,1497,49625,,725000,,17.8,117.3,5,
maruti,swift dzire,manual,7,diesel,1248,35000,,600000,,23.4,74,5,
mahindra,scorpio,manual,8,diesel,2179,95000,,550000,,12.05,120,8,
ford,aspire,manual,4,diesel,1498,36000,,585000,,25.83,99,5,
maruti,wagon r,manual,2,petrol,998,50000,,411000,,21.79,67.05,5,
maruti,swift dzire,manual,6,petrol,1197,26500,,450000,,20.85,83.14,5,
honda,cr-v,automatic,6,petrol,1997,80000,,1290000,,13.7,153.86,5,
volkswagen,polo,manual,6,petrol,1198,46000,,455000,,16.47,74,5,
hyundai,grand,manual,2,petrol,1197,9000,,710000,,20.7,81.86,5,
honda,city,manual,5,petrol,1497,53000,,770000,,16.8,116.3,5,
ford,endeavour,automatic,3,diesel,3198,11387,,2900000,,10.91,197,7,
honda,amaze,manual,3,diesel,1498,50000,,720000,,25.8,98.6,5,
mahindra,kuv,manual,5,diesel,1198,52000,,375000,,25.32,77,5,
datsun,go,manual,6,petrol,1198,35000,,400000,,19.44,67,7,
renault,duster,manual,6,diesel,1461,48000,,600000,,19.87,83.8,5,
honda,jazz,manual,3,petrol,1199,18000,,600000,,18.7,88.7,5,
maruti,wagon r,manual,9,lpg,998,57413,,270000,,14.4,61.7,5,
hyundai,i20,manual,6,petrol,1197,30000,,500000,,18.6,81.83,5,
hyundai,verna,manual,6,diesel,1582,55000,,650000,,23.9,126.2,5,
maruti,swift,automatic,3,petrol,1197,10000,,660000,,21.21,81.8,5,
bmw,3,automatic,5,diesel,1995,68000,,2090000,,22.69,190,5,
kia,seltos,manual,1,petrol,1497,8000,,1275000,,16.8,113.4,5,
maruti,swift,manual,6,diesel,1248,65000,,495000,,28.4,74,5,
hyundai,grand,manual,5,petrol,1197,25000,,475000,,18.9,82,5,
maruti,ciaz,manual,6,petrol,1373,70000,,530000,,20.73,91.1,5,
tata,tiago,manual,5,petrol,1199,9500,,530000,,23.84,84,5,
hyundai,verna,manual,6,petrol,1591,9100,,650000,,17.01,121.3,5,
honda,city,manual,11,petrol,1497,86000,,335000,,17,118,5,
audi,a4,automatic,8,diesel,1968,78000,,1290000,,16.55,147.51,5,
ford,figo,manual,10,diesel,1399,60000,,300000,,20,68,5,
maruti,wagon r,automatic,2,petrol,1197,7883,,550000,,21.5,81.8,5,
maruti,swift dzire,manual,8,diesel,1248,50205,,390000,,23.4,74,5,
mahindra,bolero,manual,13,diesel,2523,220000,,260000,,13.6,63,7,
tata,tigor,manual,4,diesel,1047,58000,,395000,,24.7,69,5,
mahindra,scorpio,manual,9,diesel,2179,170000,,550000,,12.05,120,8,
maruti,swift dzire,manual,3,petrol,1197,15000,,650000,,22,81.8,5,
maruti,swift,manual,5,diesel,1248,71245,,375000,,28.4,74,5,
kia,seltos,manual,2,petrol,1353,7000,,1300000,,16.1,138,5,
maruti,alto,manual,3,petrol,998,20000,,360000,,23.95,67.05,5,
maruti,celerio,manual,1,petrol,998,8700,,505000,,21.63,67.04,5,
maruti,alto,manual,2,petrol,796,25000,,310000,,24.7,47.3,5,
hyundai,i20,manual,6,petrol,1197,42000,,545000,,18.6,81.86,5,
mahindra,bolero,manual,15,diesel,2523,120000,,150000,,13.6,63,7,
maruti,baleno,manual,3,petrol,1197,50000,,580000,,21.4,83.1,5,
maruti,wagon r,manual,10,petrol,998,58000,,250000,,18.9,67.1,5,
